gene_name,romano_initiation_rate,gene_length,folding_energy_70,folding_energy_80,length of 5prime utr,kozak score,N1,N4,in_frame AUG
RPL8A+YFP,0.148596435,734,-7.3,-10.2,17,7,4,4,0
RPL8A+YFP,0.185965145,734,-7.3,-10.3,17,8,1,4,0
RPL8A+YFP,0.156607862,734,-9.4,-7.5,17,8,3,4,0
RPL8A+YFP,0.054209306,734,-8.7,-7.7,17,8,4,4,0
RPL8A+YFP,0.046693222,734,-8.7,-7.5,17,8,4,4,0
RPL8A+YFP,0.122850981,734,-13.4,-10.1,17,9,1,4,0
RPL8A+YFP,0.170847857,734,-9.3,-10.4,17,7,2,4,0
RPL8A+YFP,0.141472791,734,-11.9,-9.3,17,6,3,4,0
RPL8A+YFP,0.036879277,734,-11.1,-7.5,17,6,4,4,0
RPL8A+YFP,0.137928607,734,-10.2,-12,17,7,2,4,0
RPL8A+YFP,0.122743541,734,-11.3,-8.7,17,6,3,4,0
RPL8A+YFP,0.174662644,734,-12.5,-8.7,17,6,4,4,0
RPL8A+YFP,0.155171393,734,-10.7,-8.8,17,6,3,4,0
RPL8A+YFP,0.143059948,734,-11,-8.8,17,6,3,4,0
RPL8A+YFP,0.1111014,734,-14.2,-8.9,17,6,3,4,0
RPL8A+YFP,0.112075554,734,-9.7,-8.8,17,6,4,4,0
RPL8A+YFP,0.090826939,734,-9.6,-10.4,17,6,4,4,0
RPL8A+YFP,0.138549373,734,-8.6,-7.5,17,6,4,4,0
RPL8A+YFP,0.071352872,734,-15.4,-7.5,17,7,1,4,0
RPL8A+YFP,0.166997615,734,-12.6,-13.4,17,7,4,4,0
RPL8A+YFP,0.180662484,734,-12.6,-10.8,17,7,4,4,0
RPL8A+YFP,0.103925009,734,-11.1,-9.5,17,8,1,4,0
RPL8A+YFP,0.230467969,734,-6.8,-9.1,17,7,4,1,0
RPL8A+YFP,0.10811635,734,-11.3,-7.9,17,6,4,1,0
RPL8A+YFP,0.190402599,734,-8.5,-8.5,17,6,4,1,0
RPL8A+YFP,0.20407774,734,-8.5,-7.5,17,7,1,1,0
RPL8A+YFP,0.134330225,734,-7.8,-7.5,17,7,4,1,0
RPL8A+YFP,0.200815699,734,-8.9,-12.2,17,8,1,1,0
RPL8A+YFP,0.206082348,734,-7,-7.5,17,8,3,1,0
RPL8A+YFP,0.193485963,734,-7.9,-15.5,17,9,1,1,0
RPL8A+YFP,0.224566933,734,-7.5,-11.7,17,8,4,1,0
RPL8A+YFP,0.199307943,734,-9.6,-7.5,17,9,2,1,0
RPL8A+YFP,0.202890894,734,-6.8,-7.5,17,9,2,1,0
RPL8A+YFP,0.203816211,734,-10.5,-7.5,17,8,3,1,0
RPL8A+YFP,0.193525771,734,-8.2,-7.5,17,8,4,1,0
RPL8A+YFP,0.13890986,734,-13.8,-8.4,17,9,1,1,0
RPL8A+YFP,0.199540826,734,-8.6,-7.6,17,9,1,1,0
RPL8A+YFP,0.127202266,734,-10.7,-12.5,17,9,3,1,0
RPL8A+YFP,0.197599569,734,-7.5,-8,17,9,4,1,0
RPL8A+YFP,0.211326027,734,-9.3,-7.5,17,9,4,1,0
RPL8A+YFP,0.181780805,734,-10.3,-7.5,17,8,2,1,0
RPL8A+YFP,0.220623004,734,-8.8,-7.5,17,7,3,1,0
RPL8A+YFP,0.177970128,734,-9.1,-7.5,17,7,4,1,0
RPL8A+YFP,0.179263959,734,-10.4,-7.5,17,7,4,1,0
RPL8A+YFP,0.176190537,734,-11.3,-7.5,17,7,4,1,0
RPL8A+YFP,0.195938834,734,-9.7,-7.5,17,7,4,1,0
RPL8A+YFP,0.194080105,734,-8.2,-7.5,17,7,4,1,0
RPL8A+YFP,0.20790544,734,-7.6,-10,17,7,4,1,0
RPL8A+YFP,0.178321281,734,-10.4,-7.5,17,8,4,1,0
RPL8A+YFP,0.200241034,734,-7.6,-7.5,17,8,4,1,0
RPL8A+YFP,0.15420627,734,-8.5,-7.5,17,8,4,1,0
RPL8A+YFP,0.219660658,734,-10,-7.5,17,9,1,1,0
RPL8A+YFP,0.220984918,734,-6.8,-7.5,17,9,1,1,0
RPL8A+YFP,0.077773172,734,-6.8,-7.5,17,7,4,2,0
RPL8A+YFP,0.082167518,734,-8.6,-8,17,7,4,2,0
RPL8A+YFP,0.156688258,734,-9.2,-7.7,17,6,1,3,0
RPL8A+YFP,0.059002533,734,-15.2,-7.5,17,7,1,3,0
RPL8A+YFP,0.130862255,734,-11.9,-8.4,17,8,1,3,0
RPL8A+YFP,0.163909636,734,-10,-8.2,17,7,3,3,0
RPL8A+YFP,0.146987312,734,-11.9,-7.5,17,8,2,3,0
RPL8A+YFP,0.134278715,734,-14.3,-7.5,17,7,3,3,0
RPL8A+YFP,0.14231823,734,-12,-7.5,17,7,4,3,0
RPL8A+YFP,0.093908051,734,-12.4,-5.8,17,7,4,3,0
RPL8A+YFP,0.161844887,734,-12,-7.2,17,8,1,3,0
RPL8A+YFP,0.165401229,734,-10.8,-7.6,17,8,1,3,0
RPL8A+YFP,0.086638992,734,-14.6,-7.2,17,8,3,3,0
RPL8A+YFP,0.179643904,734,-8.8,-5.8,17,8,4,3,0
RPL8A+YFP,0.129010165,734,-11.9,-9.1,17,7,2,3,0
RPL8A+YFP,0.184795898,734,-9.4,-8.1,17,6,3,3,0
RPL8A+YFP,0.10298665,734,-11.6,-8.5,17,7,1,3,0
RPL8A+YFP,0.155870041,734,-10.8,-6.3,17,7,2,3,0
RPL8A+YFP,0.116052618,734,-9.6,-11.2,17,6,3,3,0
RPL8A+YFP,0.204616209,734,-11.2,-7.5,17,6,3,3,0
RPL8A+YFP,0.062224819,734,-15.3,-10.9,17,6,4,3,0
RPL8A+YFP,0.194811622,734,-10.5,-11,17,7,3,3,0
RPL8A+YFP,0.17985621,734,-11.1,-10.2,17,7,3,3,0
RPL8A+YFP,0.05644734,734,-13.4,-7.2,17,8,1,3,0
RPL8A+YFP,0.141309303,734,-7.1,-5.8,17,5,4,4,0
RPL8A+YFP,0.172923705,734,-9.1,-8.6,17,5,4,4,0
RPL8A+YFP,0.048757795,734,-10.6,-7.9,17,5,4,4,0
RPL8A+YFP,0.164469821,734,-7.9,-8.4,17,6,1,4,0
RPL8A+YFP,0.10922336,734,-11.6,-11.3,17,6,1,4,0
RPL8A+YFP,0.149373363,734,-10.8,-9.7,17,5,4,4,0
RPL8A+YFP,0.158237532,734,-8.3,-8.7,17,7,1,4,0
RPL8A+YFP,0.165830402,734,-8.3,-7.4,17,7,1,4,0
RPL8A+YFP,0.211623181,734,-8.3,-6.8,17,7,1,4,0
RPL8A+YFP,0.197955073,734,-8,-5.8,17,7,4,4,0
RPL8A+YFP,0.18831902,734,-9.8,-6.9,17,8,2,4,0
RPL8A+YFP,0.0544135,734,-12.7,-11,17,7,4,4,0
RPL8A+YFP,0.105438559,734,-11,-8.7,17,8,1,4,0
RPL8A+YFP,0.154960023,734,-10,-8.6,17,7,3,4,0
RPL8A+YFP,0.194478033,734,-8.3,-5.8,17,7,4,4,0
RPL8A+YFP,0.146266095,734,-8.3,-10.5,17,8,1,4,0
RPL8A+YFP,0.152285243,734,-8.3,-7.9,17,8,1,4,0
RPL8A+YFP,0.100176402,734,-8.3,-9.5,17,8,1,4,0
RPL8A+YFP,0.095384685,734,-11.1,-8,17,8,3,4,0
RPL8A+YFP,0.053138567,734,-9.6,-6.4,17,8,4,4,0
RPL8A+YFP,0.066328226,734,-9.6,-5.8,17,8,4,4,0
RPL8A+YFP,0.028665244,734,-11,-5.8,17,8,4,4,0
RPL8A+YFP,0.124943236,734,-11.9,-5.8,17,9,1,4,0
RPL8A+YFP,0.092380532,734,-14.7,-8.4,17,6,4,4,0
RPL8A+YFP,0.149020509,734,-8.6,-6.5,17,6,4,4,0
RPL8A+YFP,0.124503595,734,-11.8,-7.1,17,7,2,4,0
RPL8A+YFP,0.12293846,734,-10.8,-6.6,17,6,4,4,0
RPL8A+YFP,0.073050786,734,-14.7,-8,17,6,4,4,0
RPL8A+YFP,0.161030009,734,-10.1,-10.6,17,7,2,4,0
RPL8A+YFP,0.170349076,734,-8.8,-9.1,17,7,1,4,0
RPL8A+YFP,0.12243713,734,-13.1,-8.9,17,7,3,4,0
RPL8A+YFP,0.144739318,734,-10,-9.3,17,7,3,4,0
RPL8A+YFP,0.148547972,734,-12.5,-7.9,17,7,4,4,0
RPL8A+YFP,0.059894355,734,-14.9,-9.4,17,7,4,4,0
RPL8A+YFP,0.153192598,734,-10.9,-9.7,17,7,4,4,0
RPL8A+YFP,0.166436114,734,-8.3,-12.9,17,8,1,4,0
RPL8A+YFP,0.133926921,734,-9.3,-8.4,17,8,1,4,0
RPL8A+YFP,0.198840759,734,-7.4,-8,17,7,1,1,0
RPL8A+YFP,0.215576625,734,-7.4,-7,17,7,2,1,0
RPL8A+YFP,0.165823394,734,-11.1,-14.1,17,7,1,1,0
RPL8A+YFP,0.220066804,734,-7.9,-5.8,17,8,2,1,0
RPL8A+YFP,0.214444568,734,-10.2,-7.5,17,7,4,1,0
RPL8A+YFP,0.156451609,734,-13.2,-6.4,17,7,2,1,0
RPL8A+YFP,0.160176956,734,-8.9,-5.8,17,7,2,1,0
RPL8A+YFP,0.11319553,734,-10,-5.8,17,6,4,1,0
RPL8A+YFP,0.123304201,734,-10.2,-9.9,17,6,4,1,0
RPL8A+YFP,0.181318021,734,-10.9,-7.2,17,7,1,1,0
RPL8A+YFP,0.210732715,734,-8.2,-7.2,17,8,1,1,0
RPL8A+YFP,0.15806264,734,-11,-6.5,17,8,1,1,0
RPL8A+YFP,0.177735183,734,-12,-7.4,17,8,4,1,0
RPL8A+YFP,0.200795122,734,-12.9,-6,17,9,1,1,0
RPL8A+YFP,0.220701852,734,-9.2,-6.6,17,9,1,1,0
RPL8A+YFP,0.154314867,734,-12.4,-6.2,17,8,3,1,0
RPL8A+YFP,0.175870487,734,-8.7,-5.8,17,8,4,1,0
RPL8A+YFP,0.201916532,734,-8.7,-7.7,17,8,4,1,0
RPL8A+YFP,0.165630615,734,-11.3,-5.8,17,8,4,1,0
RPL8A+YFP,0.179743471,734,-11.2,-9.2,17,8,4,1,0
RPL8A+YFP,0.210001694,734,-8.7,-6.9,17,8,4,1,0
RPL8A+YFP,0.163898791,734,-14.2,-10.5,17,9,1,1,0
RPL8A+YFP,0.054471768,734,-8.2,-6,17,9,4,1,0
RPL8A+YFP,0.049828224,734,-8.9,-10.2,17,10,1,1,0
RPL8A+YFP,0.141301541,734,-16,-5.8,17,7,3,1,0
RPL8A+YFP,0.190307475,734,-8.7,-6.5,17,8,1,1,0
RPL8A+YFP,0.127666921,734,-10,-6.2,17,8,1,1,0
RPL8A+YFP,0.056054173,734,-12.1,-8,17,8,2,1,0
RPL8A+YFP,0.10713807,734,-14.9,-5.8,17,7,3,1,0
RPL8A+YFP,0.162051842,734,-8.5,-9,17,7,4,1,0
RPL8A+YFP,0.19709611,734,-13.4,-7.5,17,8,1,1,0
RPL8A+YFP,0.229899514,734,-6.8,-7.8,17,8,1,1,0
RPL8A+YFP,0.201633345,734,-9,-9.1,17,7,3,1,0
RPL8A+YFP,0.213098684,734,-11.4,-6.8,17,7,4,1,0
RPL8A+YFP,0.225787326,734,-8.7,-8,17,7,4,1,0
RPL8A+YFP,0.179112841,734,-10.9,-8.4,17,7,4,1,0
RPL8A+YFP,0.167166983,734,-15.6,-6.9,17,7,4,1,0
RPL8A+YFP,0.211694519,734,-11.4,-6.3,17,7,4,1,0
RPL8A+YFP,0.177696778,734,-9.6,-8,17,8,1,1,0
RPL8A+YFP,0.219407531,734,-11.3,-6.2,17,8,1,1,0
RPL8A+YFP,0.110620594,734,-12.5,-7.5,17,8,1,1,0
RPL8A+YFP,0.227965028,734,-9.3,-8.7,17,9,2,1,0
RPL8A+YFP,0.197281364,734,-11.1,-5.8,17,8,3,1,0
RPL8A+YFP,0.217218156,734,-7.2,-5.8,17,8,3,1,0
RPL8A+YFP,0.201623051,734,-8.8,-7.3,17,8,3,1,0
RPL8A+YFP,0.157741438,734,-8.5,-7,17,8,4,1,0
RPL8A+YFP,0.226219011,734,-8.7,-11,17,8,4,1,0
RPL8A+YFP,0.216966167,734,-8.1,-9.9,17,9,1,1,0
RPL8A+YFP,0.171839901,734,-11.3,-9,17,9,1,1,0
RPL8A+YFP,0.231041998,734,-8.8,-9.3,17,9,1,1,0
RPL8A+YFP,0.205386705,734,-9.4,-7.3,17,9,1,1,0
RPL8A+YFP,0.218826868,734,-6.8,-10.7,17,9,1,1,0
RPL8A+YFP,0.213882136,734,-9.1,-11.1,17,9,1,1,0
RPL8A+YFP,0.147450599,734,-8,-10.7,17,6,1,2,0
RPL8A+YFP,0.123365249,734,-9.9,-7.3,17,6,1,2,0
RPL8A+YFP,0.175507708,734,-8.4,-11.2,17,6,4,2,0
RPL8A+YFP,0.123022804,734,-7,-7.5,17,5,4,2,0
RPL8A+YFP,0.115126821,734,-9.7,-9.6,17,6,1,2,0
RPL8A+YFP,0.123617452,734,-9.3,-7.2,17,6,4,2,0
RPL8A+YFP,0.137002781,734,-7.5,-8.7,17,7,1,2,0
RPL8A+YFP,0.116089045,734,-8.4,-9.1,17,7,1,2,0
RPL8A+YFP,0.133084689,734,-9.5,-8.5,17,8,1,2,0
RPL8A+YFP,0.199383628,734,-8.5,-9.9,17,8,1,2,0
RPL8A+YFP,0.148071316,734,-9.6,-14,17,7,3,2,0
RPL8A+YFP,0.146437213,734,-12,-8.4,17,7,3,2,0
RPL8A+YFP,0.126263936,734,-11.3,-8.2,17,7,4,2,0
RPL8A+YFP,0.108187374,734,-11.4,-7.7,17,8,4,2,0
RPL8A+YFP,0.115008868,734,-11.1,-5.8,17,8,4,2,0
RPL8A+YFP,0.085391109,734,-12.8,-8.1,17,8,4,2,0
RPL8A+YFP,0.159832915,734,-8.9,-8.8,17,8,4,2,0
RPL8A+YFP,0.173133988,734,-8.5,-9.3,17,9,1,2,0
RPL8A+YFP,0.191149227,734,-11.7,-6.9,17,9,1,2,0
RPL8A+YFP,0.19250016,734,-8.5,-6.8,17,9,1,2,0
RPL8A+YFP,0.156706225,734,-11.2,-11.5,17,7,2,2,0
RPL8A+YFP,0.150948682,734,-8.2,-9.5,17,7,2,2,0
RPL8A+YFP,0.035594686,734,-11.1,-6.5,17,6,4,2,0
RPL8A+YFP,0.196664084,734,-8.4,-5.8,17,7,1,2,0
RPL8A+YFP,0.151346942,734,-12.3,-5.8,17,7,1,2,0
RPL8A+YFP,0.136002957,734,-13.1,-5.8,17,7,1,2,0
RPL8A+YFP,0.151459735,734,-13.5,-7.6,17,7,2,2,0
RPL8A+YFP,0.138389269,734,-12.4,-9.7,17,6,4,2,0
RPL8A+YFP,0.144951552,734,-12.4,-11.4,17,6,4,2,0
RPL8A+YFP,0.12157076,734,-10.9,-6.2,17,6,4,2,0
RPL8A+YFP,0.167323678,734,-12.5,-8.7,17,7,4,2,0
RPL8A+YFP,0.204662819,734,-12.3,-5.8,17,7,4,2,0
RPL8A+YFP,0.169817891,734,-12.3,-5.8,17,7,4,2,0
RPL8A+YFP,0.150815568,734,-9.7,-5.8,17,8,1,2,0
RPL8A+YFP,0.210600987,734,-9.7,-5.8,17,8,1,2,0
RPL8A+YFP,0.14481914,734,-12.5,-8.5,17,6,1,3,0
RPL8A+YFP,0.219223312,734,-11.6,-8.3,17,5,3,3,0
RPL8A+YFP,0.175900382,734,-7.7,-7.2,17,6,1,3,0
RPL8A+YFP,0.140882733,734,-9.1,-9.7,17,5,4,3,0
RPL8A+YFP,0.066431957,734,-12.6,-5.8,17,6,1,3,0
RPL8A+YFP,0.05930134,734,-13.8,-13.4,17,6,1,3,0
RPL8A+YFP,0.159470826,734,-9.2,-7.3,17,6,2,3,0
RPL8A+YFP,0.151845083,734,-10.4,-10.5,17,6,1,3,0
RPL8A+YFP,0.108665072,734,-11.5,-8.7,17,6,3,3,0
RPL8A+YFP,0.054612853,734,-11.6,-13.4,17,6,3,3,0
RPL8A+YFP,0.124076957,734,-9.6,-7,17,6,3,3,0
RPL8A+YFP,0.229907319,734,-9.1,-6.9,17,7,3,3,0
RPL8A+YFP,0.207916853,734,-10,-9.7,17,7,3,3,0
RPL8A+YFP,0.212843062,734,-6.8,-8.5,17,7,4,3,0
RPL8A+YFP,0.195062764,734,-8.2,-8.5,17,8,1,3,0
RPL8A+YFP,0.112288339,734,-13.3,-13.6,17,7,3,3,0
RPL8A+YFP,0.152680087,734,-10.4,-5.9,17,7,3,3,0
RPL8A+YFP,0.199597215,734,-9.1,-6.2,17,7,4,3,0
RPL8A+YFP,0.204823155,734,-10.5,-8,17,7,4,3,0
RPL8A+YFP,0.178427965,734,-8.6,-6.4,17,8,1,3,0
RPL8A+YFP,0.22638859,734,-8.9,-6.2,17,8,1,3,0
RPL8A+YFP,0.20946636,734,-6.8,-10,17,8,2,3,0
RPL8A+YFP,0.207431959,734,-6.8,-6.8,17,8,2,3,0
RPL8A+YFP,0.195343472,734,-6.8,-8.9,17,8,2,3,0
RPL8A+YFP,0.165625646,734,-9.8,-11.9,17,7,3,3,0
RPL8A+YFP,0.154632332,734,-11.5,-8.3,17,7,3,3,0
RPL8A+YFP,0.204570993,734,-10.5,-8.2,17,7,3,3,0
RPL8A+YFP,0.194785285,734,-8.1,-8.2,17,7,4,3,0
RPL8A+YFP,0.191119362,734,-7.1,-9,17,7,4,3,0
RPL8A+YFP,0.174391696,734,-8.6,-6.3,17,7,4,3,0
RPL8A+YFP,0.196741802,734,-7.7,-6.2,17,8,1,3,0
RPL8A+YFP,0.064664427,734,-15.1,-7.6,17,8,3,3,0
RPL8A+YFP,0.204189808,734,-8.4,-5.8,17,8,4,3,0
RPL8A+YFP,0.134938227,734,-13.1,-10.7,17,8,4,3,0
RPL8A+YFP,0.185450072,734,-12,-11.6,17,8,4,3,0
RPL8A+YFP,0.202460281,734,-8.5,-6.9,17,9,1,3,0
RPL8A+YFP,0.198155792,734,-6.8,-11.1,17,6,4,3,0
RPL8A+YFP,0.189750714,734,-9.9,-7.4,17,7,1,3,0
RPL8A+YFP,0.225742943,734,-10,-7.4,17,6,3,3,0
RPL8A+YFP,0.186295971,734,-12.8,-10,17,7,1,3,0
RPL8A+YFP,0.204732203,734,-13.3,-9.9,17,7,4,3,0
RPL8A+YFP,0.215245192,734,-11,-6.4,17,7,4,3,0
RPL8A+YFP,0.1734455,734,-8.4,-10.7,17,8,1,3,0
RPL8A+YFP,0.187589071,734,-9.4,-6.9,17,8,1,3,0
RPL8A+YFP,0.220939086,734,-8.2,-7.6,17,8,1,3,0
RPL8A+YFP,0.107137892,734,-10.4,-8,17,5,3,4,0
RPL8A+YFP,0.198828101,734,-9.3,-14.7,17,5,3,4,0
RPL8A+YFP,0.174187149,734,-9.3,-7.4,17,5,4,4,0
RPL8A+YFP,0.150343106,734,-10,-9,17,6,1,4,0
RPL8A+YFP,0.18213779,734,-9.3,-10,17,7,2,4,0
RPL8A+YFP,0.186372412,734,-12.4,-13.6,17,6,3,4,0
RPL8A+YFP,0.172877726,734,-10.8,-7.4,17,6,3,4,0
RPL8A+YFP,0.096447363,734,-11.4,-8.3,17,6,4,4,0
RPL8A+YFP,0.133038714,734,-11.4,-7.5,17,6,4,4,0
RPL8A+YFP,0.14976274,734,-11.5,-12.1,17,7,1,4,0
RPL8A+YFP,0.150995435,734,-11.3,-5.8,17,7,1,4,0
RPL8A+YFP,0.178047587,734,-10.9,-7.7,17,7,1,4,0
RPL8A+YFP,0.147205849,734,-9.9,-9.5,17,7,1,4,0
RPL8A+YFP,0.069128944,734,-17.1,-7.1,17,5,3,4,0
RPL8A+YFP,0.134810571,734,-13.2,-9.6,17,5,4,4,0
RPL8A+YFP,0.072719696,734,-14.5,-7.4,17,5,4,4,0
RPL8A+YFP,0.066353533,734,-11.6,-7,17,6,1,4,0
RPL8A+YFP,0.060120778,734,-13.3,-8.3,17,6,2,4,0
RPL8A+YFP,0.128423421,734,-11.2,-10,17,5,4,4,0
RPL8A+YFP,0.076391656,734,-11.2,-11.2,17,5,4,4,0
RPL8A+YFP,0.077886127,734,-11.2,-8,17,5,4,4,0
RPL8A+YFP,0.092151001,734,-12.4,-9.8,17,6,1,4,0
RPL8A+YFP,0.064613082,734,-11.7,-6.2,17,6,1,4,0
RPL8A+YFP,0.125580881,734,-12.3,-7.5,17,6,1,4,0
RPL8A+YFP,0.141240551,734,-12.4,-5.8,17,6,3,4,0
RPL8A+YFP,0.158562461,734,-12.4,-7.5,17,6,3,4,0
RPL8A+YFP,0.132322531,734,-12.3,-7.4,17,7,1,4,0
RPL8A+YFP,0.151283764,734,-12.3,-6.8,17,7,1,4,0
RPL8A+YFP,0.230293916,734,-9.9,-8.6,17,7,3,4,0
RPL8A+YFP,0.185250157,734,-9.6,-7.5,17,7,4,4,0
RPL8A+YFP,0.12876978,734,-10,-8.1,17,8,1,4,0
RPL8A+YFP,0.169405581,734,-9.6,-5.8,17,8,1,4,0
RPL8A+YFP,0.209874908,734,-9.6,-7.8,17,8,1,4,0
RPL8A+YFP,0.203751158,734,-9.6,-5.8,17,8,1,4,0
RPL8A+YFP,0.150692523,734,-10.9,-8.3,17,8,2,4,0
RPL8A+YFP,0.143105376,734,-10.8,-6.7,17,8,2,4,0
RPL8A+YFP,0.106636248,734,-11.3,-8.6,17,8,2,4,0
RPL8A+YFP,0.16426051,734,-9.6,-5.8,17,7,4,4,0
RPL8A+YFP,0.165284045,734,-10.8,-5.8,17,8,1,4,0
RPL8A+YFP,0.171388516,734,-11.5,-6.8,17,8,1,4,0
RPL8A+YFP,0.147181041,734,-13.6,-8.4,17,8,1,4,0
RPL8A+YFP,0.154920821,734,-11.8,-6.3,17,8,1,4,0
RPL8A+YFP,0.165404928,734,-9.6,-6.2,17,8,1,4,0
RPL8A+YFP,0.20294622,734,-9.6,-7.1,17,8,1,4,0
RPL8A+YFP,0.208975584,734,-9.9,-8.2,17,8,1,4,0
RPL8A+YFP,0.189613146,734,-9.6,-5.9,17,8,1,4,0
RPL8A+YFP,0.179966206,734,-9.9,-7.9,17,7,3,4,0
RPL8A+YFP,0.133963463,734,-9.6,-6.4,17,7,3,4,0
RPL8A+YFP,0.186417125,734,-11.2,-10,17,7,3,4,0
RPL8A+YFP,0.202951652,734,-9.6,-10.1,17,7,3,4,0
RPL8A+YFP,0.108911184,734,-10.1,-9.8,17,7,4,4,0
RPL8A+YFP,0.186406324,734,-9.6,-11.5,17,7,4,4,0
RPL8A+YFP,0.164907469,734,-9.8,-7.6,17,7,4,4,0
RPL8A+YFP,0.105524036,734,-11.2,-5.8,17,7,4,4,0
RPL8A+YFP,0.173723247,734,-9.6,-10.4,17,8,1,4,0
RPL8A+YFP,0.139544665,734,-9.6,-5.8,17,8,1,4,0
RPL8A+YFP,0.125137967,734,-11.2,-9.9,17,8,1,4,0
RPL8A+YFP,0.13003503,734,-11.7,-6.9,17,8,1,4,0
RPL8A+YFP,0.183841459,734,-9.6,-8.8,17,8,1,4,0
RPL8A+YFP,0.165179066,734,-11.4,-6.3,17,9,2,4,0
RPL8A+YFP,0.192236787,734,-10.1,-11,17,9,2,4,0
RPL8A+YFP,0.186892262,734,-9.9,-10,17,9,2,4,0
RPL8A+YFP,0.138157956,734,-13.3,-12.2,17,8,3,4,0
RPL8A+YFP,0.164677744,734,-12,-8.4,17,8,3,4,0
RPL8A+YFP,0.089054081,734,-14.8,-7.2,17,8,3,4,0
RPL8A+YFP,0.148879126,734,-11,-9.6,17,8,4,4,0
RPL8A+YFP,0.099362585,734,-10.6,-5.8,17,8,4,4,0
RPL8A+YFP,0.160809664,734,-9.6,-5.8,17,9,1,4,0
RPL8A+YFP,0.169002651,734,-9.8,-6.1,17,9,1,4,0
RPL8A+YFP,0.176780297,734,-9.6,-8.3,17,9,1,4,0
RPL8A+YFP,0.176214502,734,-9.6,-6.3,17,9,1,4,0
RPL8A+YFP,0.193890587,734,-9.6,-9.3,17,9,1,4,0
RPL8A+YFP,0.083643126,734,-11.2,-8.4,17,9,1,4,0
RPL8A+YFP,0.182819149,734,-9.6,-6.1,17,9,1,4,0
RPL8A+YFP,0.125518606,734,-12.1,-7.8,17,9,1,4,0
RPL8A+YFP,0.187670983,734,-9.6,-11.1,17,9,1,4,0
RPL8A+YFP,0.165682578,734,-11.2,-11.1,17,9,1,4,0
RPL8A+YFP,0.177223629,734,-9.7,-7.9,17,9,1,4,0
RPL8A+YFP,0.107074905,734,-12.6,-7.9,17,7,1,4,0
RPL8A+YFP,0.144609212,734,-11.5,-11.1,17,7,1,4,0
RPL8A+YFP,0.043253566,734,-15.5,-8.1,17,6,3,4,0
RPL8A+YFP,0.053182319,734,-12.7,-8.3,17,6,3,4,0
RPL8A+YFP,0.106034332,734,-13.1,-7.8,17,6,3,4,0
RPL8A+YFP,0.111644168,734,-16.2,-6,17,6,4,4,0
RPL8A+YFP,0.053556187,734,-15,-5.8,17,6,4,4,0
RPL8A+YFP,0.158990373,734,-14.6,-6.9,17,6,4,4,0
RPL8A+YFP,0.084542668,734,-14.6,-12,17,6,4,4,0
RPL8A+YFP,0.105902296,734,-14.3,-9.1,17,7,2,4,0
RPL8A+YFP,0.052199489,734,-13.8,-7.2,17,6,3,4,0
RPL8A+YFP,0.152245989,734,-12.7,-9.2,17,6,3,4,0
RPL8A+YFP,0.071490535,734,-12.3,-6.4,17,6,4,4,0
RPL8A+YFP,0.035851388,734,-10.9,-6,17,6,4,4,0
RPL8A+YFP,0.083895129,734,-10.9,-5.8,17,6,4,4,0
RPL8A+YFP,0.109232542,734,-10.9,-5.8,17,6,4,4,0
RPL8A+YFP,0.119887719,734,-13.2,-5.8,17,8,2,4,0
RPL8A+YFP,0.15393005,734,-12.4,-8.5,17,7,3,4,0
RPL8A+YFP,0.164696482,734,-12.4,-10.2,17,7,3,4,0
RPL8A+YFP,0.143706883,734,-12.4,-7.8,17,7,3,4,0
RPL8A+YFP,0.189754018,734,-12.4,-6.8,17,7,3,4,0
RPL8A+YFP,0.101500558,734,-16.7,-5.8,17,7,4,4,0
RPL8A+YFP,0.117671312,734,-15.3,-7.3,17,7,4,4,0
RPL8A+YFP,0.140429966,734,-15.3,-5.8,17,7,4,4,0
RPL8A+YFP,0.048246688,734,-15.3,-11.8,17,7,4,4,0
RPL8A+YFP,0.135544804,734,-15.1,-6.8,17,7,4,4,0
RPL8A+YFP,0.111578899,734,-14.9,-11.8,17,7,4,4,0
RPL8A+YFP,0.163600449,734,-12.3,-10.7,17,8,1,4,0
RPL8A+YFP,0.147769337,734,-12.3,-6,17,8,1,4,0
RPL8A+YFP,0.110493158,734,-13.5,-5.8,17,8,1,4,0
RPL8A+YFP,0.138620611,734,-12.3,-6.3,17,8,1,4,0
RPL8A+YFP,0.175361231,734,-12.3,-8.7,17,8,1,4,0
RPL8A+YFP,0.169646937,734,-12.3,-12.9,17,8,1,4,0
RPL8A+YFP,0.209302434,734,-8.2,-11.5,17,7,2,1,0
RPL8A+YFP,0.18189341,734,-10.8,-5.8,17,7,1,1,0
RPL8A+YFP,0.137147295,734,-7.9,-7,17,7,2,1,0
RPL8A+YFP,0.185035842,734,-8.8,-7.1,17,6,4,1,0
RPL8A+YFP,0.198791411,734,-11.8,-8.1,17,7,1,1,0
RPL8A+YFP,0.200437438,734,-7.1,-6.6,17,7,2,1,0
RPL8A+YFP,0.1109897,734,-13.8,-6.6,17,6,3,1,0
RPL8A+YFP,0.180481565,734,-12.5,-6.1,17,6,3,1,0
RPL8A+YFP,0.199707144,734,-7.8,-5.8,17,8,2,1,0
RPL8A+YFP,0.198705429,734,-9.7,-8.6,17,7,4,1,0
RPL8A+YFP,0.201773315,734,-11.2,-6.4,17,8,1,1,0
RPL8A+YFP,0.101049389,734,-12.8,-5.8,17,7,1,1,0
